Student_ID,Age,Education_Level,Engagement_Level,Learning_Style
S04248,39,High School,High,Auditory
S04249,24,Undergraduate,Medium,Visual
S04250,21,Undergraduate,Low,Auditory
S04251,38,Postgraduate,Low,Visual
S04252,32,Undergraduate,High,Kinesthetic
S04253,15,Undergraduate,Medium,Auditory
S04254,37,Undergraduate,High,Auditory
S04255,44,Postgraduate,High,Kinesthetic
S04256,33,Postgraduate,High,Visual
S04257,39,Postgraduate,Medium,Reading/Writing
S04258,49,High School,Medium,Kinesthetic
S04259,34,High School,Medium,Reading/Writing
S04260,29,Postgraduate,Low,Kinesthetic
S04261,33,High School,Low,Visual
S04262,15,High School,Low,Visual
S04263,27,High School,High,Reading/Writing
S04264,42,Undergraduate,High,Auditory
S04265,20,Undergraduate,High,Reading/Writing
S04266,25,Postgraduate,High,Auditory
S04267,31,High School,High,Visual
S04268,47,Undergraduate,Medium,Reading/Writing
S04269,23,High School,Medium,Kinesthetic
S04270,18,High School,Medium,Auditory
S04271,17,Undergraduate,High,Visual
S04272,48,High School,Low,Auditory
S04273,38,Postgraduate,Medium,Auditory
S04274,44,Undergraduate,High,Visual
S04275,26,Postgraduate,Medium,Kinesthetic
S04276,44,Postgraduate,Low,Reading/Writing
S04277,20,Undergraduate,High,Reading/Writing
S04278,41,Undergraduate,Medium,Visual
S04279,45,High School,Medium,Kinesthetic
S04280,39,High School,Medium,Kinesthetic
S04281,30,Postgraduate,High,Reading/Writing
S04282,46,Undergraduate,High,Reading/Writing
S04283,45,Undergraduate,Low,Reading/Writing
S04284,34,Undergraduate,Medium,Visual
S04285,48,High School,Medium,Reading/Writing
S04286,40,Postgraduate,High,Reading/Writing
S04287,18,High School,Medium,Visual
S04288,27,High School,Medium,Visual
S04289,38,Undergraduate,Medium,Reading/Writing
S04290,33,High School,Medium,Reading/Writing
S04291,27,Postgraduate,Medium,Visual
S04292,36,Undergraduate,High,Kinesthetic
S04293,26,Undergraduate,Medium,Kinesthetic
S04294,30,High School,Medium,Reading/Writing
S04295,42,Undergraduate,Medium,Visual
S04296,34,Postgraduate,Medium,Auditory
S04297,39,Undergraduate,High,Kinesthetic
S04298,32,Postgraduate,Medium,Reading/Writing
S04299,17,Undergraduate,Medium,Auditory
S04300,27,Undergraduate,Low,Kinesthetic
S04301,41,Undergraduate,Low,Reading/Writing
S04302,38,Undergraduate,Low,Auditory
S04303,35,High School,Low,Reading/Writing
S04304,49,High School,Medium,Kinesthetic
S04305,22,Undergraduate,Low,Kinesthetic
S04306,37,Postgraduate,High,Kinesthetic
S04307,31,Undergraduate,Medium,Visual
S04308,23,Undergraduate,Medium,Auditory
S04309,26,Undergraduate,Low,Auditory
S04310,46,High School,Medium,Kinesthetic
S04311,23,High School,Low,Visual
S04312,32,Undergraduate,High,Kinesthetic
S04313,33,Undergraduate,Medium,Reading/Writing
S04314,47,Postgraduate,Medium,Visual
S04315,29,Undergraduate,High,Reading/Writing
S04316,29,Undergraduate,Medium,Kinesthetic
S04317,22,High School,Medium,Auditory
S04318,26,High School,Medium,Reading/Writing
S04319,46,Postgraduate,Medium,Auditory
S04320,24,Undergraduate,Medium,Auditory
S04321,37,High School,Medium,Reading/Writing
S04322,24,High School,Low,Kinesthetic
S04323,41,Postgraduate,High,Visual
S04324,36,Undergraduate,Low,Reading/Writing
S04325,47,Undergraduate,Low,Reading/Writing
S04326,17,Postgraduate,Low,Reading/Writing
S04327,48,High School,High,Visual
S04328,17,Undergraduate,Medium,Reading/Writing
S04329,43,Undergraduate,Medium,Visual
S04330,33,Undergraduate,Medium,Kinesthetic
S04331,49,Undergraduate,Medium,Visual
S04332,28,Undergraduate,High,Auditory
S04333,35,High School,Medium,Auditory
S04334,48,Undergraduate,High,Auditory
S04335,23,Undergraduate,High,Auditory
S04336,27,Undergraduate,Medium,Kinesthetic
S04337,19,Undergraduate,Medium,Auditory
S04338,31,Undergraduate,Medium,Visual
S04339,43,Undergraduate,Medium,Reading/Writing
S04340,36,High School,Medium,Visual
S04341,44,Postgraduate,High,Kinesthetic
S04342,17,Postgraduate,Medium,Reading/Writing
S04343,29,Undergraduate,Medium,Kinesthetic
S04344,22,Undergraduate,Medium,Reading/Writing
S04345,37,Undergraduate,High,Reading/Writing
S04346,31,Undergraduate,Low,Reading/Writing
S04347,35,High School,Medium,Auditory
S04348,28,Undergraduate,Medium,Visual
S04349,38,Postgraduate,Medium,Kinesthetic
S04350,23,High School,Medium,Visual
S04351,43,High School,Low,Kinesthetic
S04352,15,Undergraduate,Low,Auditory
S04353,23,Postgraduate,Medium,Visual
S04354,32,Undergraduate,Medium,Reading/Writing
S04355,27,Undergraduate,High,Reading/Writing
S04356,17,Undergraduate,High,Auditory
S04357,35,High School,High,Kinesthetic
S04358,15,Postgraduate,High,Kinesthetic
S04359,47,High School,Low,Reading/Writing
S04360,23,High School,High,Reading/Writing
S04361,27,Undergraduate,High,Auditory
S04362,22,Undergraduate,Low,Reading/Writing
S04363,48,Undergraduate,Low,Auditory
S04364,27,Undergraduate,Medium,Auditory
S04365,16,High School,Medium,Reading/Writing
S04366,20,Postgraduate,Low,Reading/Writing
S04367,44,High School,Medium,Reading/Writing
S04368,47,Undergraduate,Medium,Reading/Writing
S04369,20,Postgraduate,High,Reading/Writing
S04370,26,High School,High,Kinesthetic
S04371,35,High School,High,Visual
S04372,21,High School,Low,Auditory
S04373,26,High School,High,Kinesthetic
S04374,34,Undergraduate,Medium,Reading/Writing
S04375,37,Undergraduate,Low,Reading/Writing
S04376,38,High School,Low,Reading/Writing
S04377,46,Undergraduate,Low,Visual
S04378,46,High School,Low,Visual
S04379,27,Undergraduate,Medium,Visual
S04380,18,Undergraduate,Low,Auditory
S04381,41,High School,Medium,Kinesthetic
S04382,16,High School,Medium,Reading/Writing
S04383,32,Undergraduate,Medium,Kinesthetic
S04384,18,Undergraduate,High,Reading/Writing
S04385,15,Undergraduate,Medium,Auditory
S04386,36,Undergraduate,High,Visual
S04387,17,Postgraduate,Medium,Kinesthetic
S04388,28,High School,Medium,Auditory
S04389,24,High School,Medium,Reading/Writing
S04390,29,Undergraduate,Low,Reading/Writing
S04391,31,Undergraduate,Medium,Kinesthetic
S04392,33,Undergraduate,Medium,Auditory
S04393,40,Postgraduate,High,Reading/Writing
S04394,39,Postgraduate,Low,Reading/Writing
S04395,31,Undergraduate,High,Auditory
S04396,25,Undergraduate,Medium,Auditory
S04397,34,Undergraduate,High,Visual
S04398,34,Undergraduate,Medium,Reading/Writing
S04399,29,Undergraduate,Medium,Reading/Writing
S04400,22,Postgraduate,High,Visual
S04401,43,Undergraduate,Medium,Kinesthetic
S04402,48,Undergraduate,Medium,Visual
S04403,20,Undergraduate,Medium,Kinesthetic
S04404,34,High School,Low,Visual
S04405,42,Undergraduate,Medium,Reading/Writing
S04406,31,Undergraduate,Medium,Visual
S04407,30,Postgraduate,High,Auditory
S04408,37,Postgraduate,Low,Kinesthetic
S04409,43,Undergraduate,Low,Auditory
S04410,15,Undergraduate,Medium,Reading/Writing
S04411,32,Undergraduate,Medium,Reading/Writing
S04412,49,Postgraduate,Low,Visual
S04413,46,High School,Medium,Auditory
S04414,28,Undergraduate,High,Visual
S04415,39,High School,Medium,Visual
S04416,27,Undergraduate,High,Visual
S04417,46,Undergraduate,Medium,Reading/Writing
S04418,16,Undergraduate,High,Reading/Writing
S04419,28,Undergraduate,Medium,Visual
S04420,43,Undergraduate,Low,Auditory
S04421,43,High School,Low,Visual
S04422,32,High School,High,Reading/Writing
S04423,27,Undergraduate,Low,Auditory
S04424,24,Postgraduate,High,Kinesthetic
S04425,20,Undergraduate,Low,Reading/Writing
S04426,27,Undergraduate,Low,Auditory
S04427,36,Postgraduate,High,Auditory
S04428,45,High School,Low,Visual
S04429,36,Undergraduate,Medium,Auditory
S04430,48,High School,High,Visual
S04431,24,Undergraduate,Medium,Reading/Writing
S04432,35,Undergraduate,Medium,Auditory
S04433,21,Undergraduate,Low,Kinesthetic
S04434,33,Undergraduate,Medium,Reading/Writing
S04435,19,Undergraduate,Medium,Visual
S04436,25,Undergraduate,High,Reading/Writing
S04437,46,High School,Medium,Kinesthetic
S04438,37,Undergraduate,High,Kinesthetic
S04439,48,Undergraduate,Medium,Visual
S04440,46,Postgraduate,Medium,Visual
S04441,28,High School,Low,Auditory
S04442,20,Undergraduate,Medium,Auditory
S04443,21,High School,Medium,Kinesthetic
S04444,35,High School,Low,Reading/Writing
S04445,30,Undergraduate,Medium,Kinesthetic
S04446,49,Postgraduate,Medium,Kinesthetic
S04447,19,High School,Medium,Visual
S04448,37,Undergraduate,Medium,Visual
S04449,40,Undergraduate,Medium,Auditory
S04450,38,High School,High,Reading/Writing
S04451,30,Postgraduate,High,Visual
S04452,38,Undergraduate,Medium,Kinesthetic
S04453,49,Undergraduate,High,Kinesthetic
S04454,29,Undergraduate,High,Reading/Writing
S04455,16,Undergraduate,Low,Kinesthetic
S04456,20,High School,Medium,Auditory
S04457,47,High School,Medium,Visual
S04458,23,High School,Low,Kinesthetic
S04459,33,High School,High,Auditory
S04460,24,Undergraduate,High,Reading/Writing
S04461,46,Undergraduate,High,Reading/Writing
S04462,37,High School,High,Reading/Writing
S04463,25,Undergraduate,Low,Reading/Writing
S04464,49,Undergraduate,Medium,Visual
S04465,34,Undergraduate,Medium,Visual
S04466,24,Undergraduate,Medium,Visual
S04467,38,Postgraduate,Low,Reading/Writing
S04468,16,High School,Medium,Auditory
S04469,35,Postgraduate,High,Auditory
S04470,27,Undergraduate,Low,Kinesthetic
S04471,26,High School,Medium,Kinesthetic
S04472,16,Undergraduate,High,Reading/Writing
S04473,18,Undergraduate,Medium,Reading/Writing
S04474,43,Postgraduate,Medium,Reading/Writing
S04475,31,Postgraduate,Low,Visual
S04476,34,Undergraduate,High,Auditory
S04477,24,Postgraduate,Medium,Reading/Writing
S04478,20,Undergraduate,Medium,Auditory
S04479,24,Postgraduate,Medium,Auditory
S04480,28,Undergraduate,Medium,Visual
S04481,46,High School,Medium,Auditory
S04482,46,Postgraduate,Medium,Reading/Writing
S04483,36,High School,Medium,Visual
S04484,18,High School,Medium,Auditory
S04485,33,Undergraduate,Medium,Visual
S04486,26,High School,Medium,Kinesthetic
S04487,37,Undergraduate,Medium,Kinesthetic
S04488,24,Undergraduate,Medium,Visual
S04489,49,Undergraduate,Medium,Reading/Writing
S04490,34,Undergraduate,Medium,Reading/Writing
S04491,26,Postgraduate,High,Reading/Writing
S04492,17,Undergraduate,Medium,Visual
S04493,35,Undergraduate,Medium,Auditory
S04494,18,Undergraduate,High,Kinesthetic
S04495,36,Undergraduate,High,Reading/Writing
S04496,21,High School,Medium,Kinesthetic
S04497,47,Undergraduate,High,Kinesthetic
S04498,38,Postgraduate,Medium,Visual
S04499,27,Postgraduate,Medium,Auditory
S04500,36,High School,High,Auditory
S04501,27,High School,Medium,Auditory
S04502,32,Undergraduate,Low,Reading/Writing
S04503,47,Undergraduate,Low,Reading/Writing
S04504,17,Undergraduate,High,Visual
S04505,45,Postgraduate,Low,Kinesthetic
S04506,41,Undergraduate,High,Visual
S04507,38,Undergraduate,Medium,Kinesthetic
S04508,31,Postgraduate,Medium,Kinesthetic
S04509,37,Undergraduate,High,Visual
S04510,25,Postgraduate,Medium,Auditory
S04511,49,Undergraduate,High,Auditory
S04512,24,Postgraduate,Low,Reading/Writing
S04513,28,Postgraduate,High,Reading/Writing
S04514,42,Undergraduate,Low,Visual
S04515,23,Postgraduate,Medium,Reading/Writing
S04516,44,High School,Medium,Auditory
S04517,44,Undergraduate,High,Reading/Writing
S04518,45,Undergraduate,High,Visual
S04519,34,Undergraduate,Medium,Auditory
S04520,21,High School,Medium,Kinesthetic
S04521,24,High School,Medium,Visual
S04522,30,High School,Medium,Kinesthetic
S04523,22,Undergraduate,Medium,Visual
S04524,42,High School,Medium,Auditory
S04525,34,High School,Medium,Visual
S04526,41,Postgraduate,Medium,Visual
S04527,19,High School,Low,Auditory
S04528,29,Postgraduate,Medium,Reading/Writing
S04529,19,Undergraduate,Medium,Kinesthetic
S04530,25,Undergraduate,Medium,Kinesthetic
S04531,45,High School,Medium,Visual
S04532,23,High School,High,Visual
S04533,37,Undergraduate,Low,Kinesthetic
S04534,38,Undergraduate,Medium,Auditory
S04535,49,Undergraduate,Low,Auditory
S04536,44,Postgraduate,Low,Visual
S04537,20,High School,Medium,Reading/Writing
S04538,24,Undergraduate,Low,Auditory
S04539,18,High School,Low,Reading/Writing
S04540,26,High School,Medium,Auditory
S04541,20,High School,Medium,Reading/Writing
S04542,34,Undergraduate,Medium,Kinesthetic
S04543,35,Undergraduate,Medium,Auditory
S04544,15,High School,Low,Reading/Writing
S04545,32,Undergraduate,High,Kinesthetic
S04546,29,Undergraduate,Medium,Auditory
S04547,38,Postgraduate,Low,Auditory
S04548,30,Postgraduate,Low,Auditory
S04549,41,Undergraduate,Medium,Reading/Writing
S04550,18,Undergraduate,Medium,Kinesthetic
S04551,37,Postgraduate,High,Auditory
S04552,35,High School,Medium,Auditory
S04553,37,Postgraduate,High,Reading/Writing
S04554,36,Postgraduate,Low,Kinesthetic
S04555,34,Undergraduate,Medium,Reading/Writing
S04556,43,Undergraduate,High,Reading/Writing
S04557,29,Undergraduate,High,Reading/Writing
S04558,24,Undergraduate,Medium,Kinesthetic
S04559,49,Postgraduate,Medium,Reading/Writing
S04560,32,Postgraduate,Medium,Visual
S04561,19,High School,Low,Kinesthetic
S04562,23,High School,High,Auditory
S04563,35,High School,Low,Kinesthetic
S04564,45,High School,Medium,Visual
S04565,39,High School,Medium,Kinesthetic
S04566,36,Undergraduate,High,Kinesthetic
S04567,30,High School,High,Visual
S04568,29,Undergraduate,Low,Kinesthetic
S04569,46,Undergraduate,Medium,Kinesthetic
S04570,38,Undergraduate,High,Reading/Writing
S04571,31,Undergraduate,Low,Visual
S04572,15,Undergraduate,High,Auditory
S04573,24,High School,High,Kinesthetic
S04574,41,High School,Medium,Reading/Writing
S04575,42,Undergraduate,Medium,Reading/Writing
S04576,39,Postgraduate,Medium,Auditory
S04577,17,Postgraduate,High,Auditory
S04578,19,Undergraduate,Low,Visual
S04579,41,Undergraduate,Low,Visual
S04580,37,Undergraduate,Medium,Auditory
S04581,40,Postgraduate,Low,Visual
S04582,28,Undergraduate,Medium,Visual
S04583,39,Postgraduate,High,Reading/Writing
S04584,46,High School,High,Visual
S04585,49,Undergraduate,High,Visual
S04586,41,High School,Low,Reading/Writing
S04587,39,High School,Low,Auditory
S04588,20,Undergraduate,Medium,Reading/Writing
S04589,30,High School,High,Auditory
S04590,48,Undergraduate,High,Kinesthetic
S04591,43,Undergraduate,Medium,Auditory
S04592,37,Undergraduate,Low,Kinesthetic
S04593,31,Undergraduate,Medium,Auditory
S04594,18,Undergraduate,High,Reading/Writing
S04595,40,Undergraduate,Medium,Reading/Writing
S04596,18,Undergraduate,High,Kinesthetic
S04597,15,Undergraduate,Medium,Auditory
S04598,17,Undergraduate,High,Kinesthetic
S04599,39,Undergraduate,High,Reading/Writing
S04600,48,Undergraduate,Medium,Visual
S04601,29,Undergraduate,Medium,Reading/Writing
S04602,29,High School,Medium,Visual
S04603,23,High School,Medium,Auditory
S04604,30,Undergraduate,Low,Auditory
S04605,21,High School,High,Kinesthetic
S04606,24,Undergraduate,Medium,Visual
S04607,27,Undergraduate,Low,Auditory
S04608,33,Undergraduate,High,Kinesthetic
S04609,42,Postgraduate,Low,Reading/Writing
S04610,44,Undergraduate,Medium,Visual
S04611,46,Postgraduate,Medium,Auditory
S04612,46,Undergraduate,Medium,Visual
S04613,15,Undergraduate,Medium,Reading/Writing
S04614,23,Undergraduate,Medium,Visual
S04615,33,Postgraduate,Medium,Auditory
S04616,32,Postgraduate,Low,Kinesthetic
S04617,40,Undergraduate,High,Reading/Writing
S04618,22,Undergraduate,Low,Auditory
S04619,28,Postgraduate,High,Visual
S04620,47,Undergraduate,Medium,Kinesthetic
S04621,42,Postgraduate,High,Auditory
S04622,46,Undergraduate,High,Reading/Writing
S04623,16,High School,Medium,Reading/Writing
S04624,33,High School,High,Reading/Writing
S04625,20,Postgraduate,Low,Kinesthetic
S04626,36,Postgraduate,Medium,Reading/Writing
S04627,30,High School,Medium,Reading/Writing
S04628,43,Postgraduate,Low,Auditory
S04629,40,Postgraduate,Medium,Auditory
S04630,23,High School,Medium,Auditory
S04631,18,High School,Medium,Auditory
S04632,45,Undergraduate,High,Kinesthetic
S04633,47,Undergraduate,Low,Visual
S04634,35,Postgraduate,Medium,Visual
S04635,34,Postgraduate,Medium,Visual
S04636,15,Undergraduate,Medium,Kinesthetic
S04637,18,Undergraduate,High,Reading/Writing
S04638,35,Undergraduate,Low,Reading/Writing
S04639,27,Undergraduate,Low,Auditory
S04640,45,Undergraduate,High,Auditory
S04641,40,Postgraduate,High,Visual
S04642,31,Postgraduate,High,Auditory
S04643,17,High School,Medium,Visual
S04644,31,Postgraduate,Low,Auditory
S04645,26,Undergraduate,Medium,Reading/Writing
S04646,44,Undergraduate,Medium,Auditory
S04647,47,Undergraduate,Medium,Auditory
S04648,39,High School,Low,Visual
S04649,22,Undergraduate,Low,Kinesthetic
S04650,43,Undergraduate,Medium,Visual
S04651,15,Undergraduate,Low,Kinesthetic
S04652,19,Postgraduate,Medium,Kinesthetic
S04653,41,Undergraduate,Low,Visual
S04654,42,Undergraduate,Medium,Visual
S04655,34,Postgraduate,Medium,Visual
S04656,42,Postgraduate,High,Auditory
S04657,25,Postgraduate,Low,Visual
S04658,35,Postgraduate,Low,Kinesthetic
S04659,45,High School,High,Visual
S04660,16,High School,High,Visual
S04661,47,High School,Medium,Auditory
S04662,33,High School,Medium,Visual
S04663,26,Postgraduate,High,Kinesthetic
S04664,21,Postgraduate,Medium,Visual
S04665,41,High School,Medium,Reading/Writing
S04666,48,Undergraduate,Medium,Reading/Writing
S04667,29,Postgraduate,Medium,Auditory
S04668,15,Undergraduate,Medium,Visual
S04669,23,High School,Low,Auditory
S04670,16,Undergraduate,Medium,Kinesthetic
S04671,19,High School,Medium,Visual
S04672,31,Undergraduate,High,Kinesthetic
S04673,31,Undergraduate,Low,Visual
S04674,35,Undergraduate,Medium,Kinesthetic
S04675,17,Undergraduate,High,Kinesthetic
S04676,45,High School,Medium,Kinesthetic
S04677,34,Postgraduate,Low,Reading/Writing
S04678,15,High School,Medium,Visual
S04679,49,Undergraduate,High,Visual
S04680,30,Undergraduate,Low,Visual
S04681,49,Undergraduate,Medium,Visual
S04682,34,Postgraduate,High,Kinesthetic
S04683,29,High School,Medium,Visual
S04684,46,Undergraduate,Medium,Auditory
S04685,21,High School,Low,Visual
S04686,44,Undergraduate,High,Reading/Writing
S04687,21,Undergraduate,High,Auditory
S04688,35,Postgraduate,High,Reading/Writing
S04689,19,High School,High,Kinesthetic
S04690,29,High School,Medium,Reading/Writing
S04691,39,High School,Medium,Reading/Writing
S04692,19,Undergraduate,High,Auditory
S04693,44,High School,Medium,Kinesthetic
S04694,47,Postgraduate,High,Auditory
S04695,44,Postgraduate,Medium,Auditory
S04696,27,Undergraduate,High,Visual
S04697,46,Undergraduate,High,Auditory
S04698,27,Undergraduate,Medium,Reading/Writing
S04699,34,Undergraduate,Medium,Reading/Writing
S04700,17,Undergraduate,Medium,Kinesthetic
S04701,28,High School,High,Kinesthetic
S04702,40,Undergraduate,Medium,Visual
S04703,44,Postgraduate,Low,Auditory
S04704,45,High School,Medium,Visual
S04705,18,Undergraduate,Medium,Reading/Writing
S04706,45,Undergraduate,Medium,Auditory
S04707,20,Postgraduate,Medium,Auditory
S04708,17,Undergraduate,Low,Auditory
S04709,29,Undergraduate,Low,Reading/Writing
S04710,26,Postgraduate,High,Auditory
S04711,41,Postgraduate,High,Auditory
S04712,24,Undergraduate,Medium,Kinesthetic
S04713,46,Undergraduate,High,Visual
S04714,24,Postgraduate,Medium,Visual
S04715,45,Undergraduate,Medium,Kinesthetic
S04716,25,Undergraduate,High,Kinesthetic
S04717,40,Undergraduate,Medium,Reading/Writing
S04718,20,Undergraduate,High,Kinesthetic
S04719,39,High School,High,Kinesthetic
S04720,17,Postgraduate,High,Auditory
S04721,37,Undergraduate,Low,Auditory
S04722,36,Undergraduate,High,Visual
S04723,46,Postgraduate,Medium,Visual
S04724,27,High School,Low,Visual
S04725,19,Postgraduate,High,Visual
S04726,28,High School,Low,Kinesthetic
S04727,24,Undergraduate,Medium,Kinesthetic
S04728,20,High School,High,Reading/Writing
S04729,48,Undergraduate,Medium,Reading/Writing
S04730,36,Undergraduate,Medium,Auditory
S04731,46,Postgraduate,Medium,Visual
S04732,47,High School,High,Kinesthetic
S04733,39,Undergraduate,Medium,Kinesthetic
S04734,35,Postgraduate,Medium,Kinesthetic
S04735,41,Undergraduate,High,Visual
S04736,32,Undergraduate,Medium,Reading/Writing
S04737,39,Postgraduate,High,Auditory
S04738,32,Postgraduate,Medium,Auditory
S04739,49,High School,High,Visual
S04740,34,Undergraduate,High,Kinesthetic
S04741,45,Undergraduate,High,Visual
S04742,40,Undergraduate,Low,Auditory
S04743,40,High School,Low,Visual
S04744,48,Postgraduate,High,Visual
S04745,21,High School,High,Kinesthetic
S04746,15,Undergraduate,High,Reading/Writing
S04747,16,Postgraduate,Low,Reading/Writing
S04748,17,Postgraduate,Low,Auditory
S04749,27,Postgraduate,Medium,Visual
S04750,16,Undergraduate,Medium,Visual
S04751,16,High School,High,Visual
S04752,40,Undergraduate,Medium,Reading/Writing
S04753,17,Postgraduate,High,Reading/Writing
S04754,32,Undergraduate,Medium,Visual
S04755,33,High School,Low,Visual
S04756,40,Postgraduate,Medium,Kinesthetic
S04757,45,Undergraduate,High,Kinesthetic
S04758,41,High School,High,Auditory
S04759,46,High School,Medium,Reading/Writing
S04760,29,Undergraduate,Low,Auditory
S04761,48,Undergraduate,Low,Auditory
S04762,44,Undergraduate,High,Auditory
S04763,20,Postgraduate,Medium,Kinesthetic
S04764,47,Undergraduate,Medium,Kinesthetic
S04765,48,High School,Medium,Reading/Writing
S04766,44,High School,High,Visual
S04767,45,Postgraduate,Medium,Auditory
S04768,18,Undergraduate,Medium,Reading/Writing
S04769,38,Undergraduate,Medium,Reading/Writing
S04770,24,High School,Medium,Reading/Writing
S04771,35,Undergraduate,High,Auditory
S04772,39,High School,Medium,Visual
S04773,32,Undergraduate,High,Kinesthetic
S04774,49,High School,High,Visual
S04775,38,Undergraduate,Medium,Kinesthetic
S04776,32,Postgraduate,Medium,Reading/Writing
S04777,25,Postgraduate,Medium,Auditory
S04778,24,Postgraduate,High,Auditory
S04779,30,Undergraduate,Medium,Auditory
S04780,44,Undergraduate,High,Visual
S04781,17,High School,High,Reading/Writing
S04782,26,Postgraduate,Low,Reading/Writing
S04783,30,Undergraduate,Medium,Kinesthetic
S04784,45,Postgraduate,Medium,Auditory
S04785,44,Undergraduate,Low,Auditory
S04786,32,Postgraduate,Low,Reading/Writing
S04787,43,High School,Low,Reading/Writing
S04788,18,High School,Medium,Visual
S04789,47,Postgraduate,High,Reading/Writing
S04790,20,Postgraduate,Medium,Kinesthetic
S04791,35,Postgraduate,High,Visual
S04792,33,Undergraduate,Medium,Reading/Writing
S04793,34,Undergraduate,High,Reading/Writing
S04794,18,High School,Medium,Auditory
S04795,22,Undergraduate,Low,Kinesthetic
S04796,25,Undergraduate,Medium,Auditory
S04797,22,High School,Low,Auditory
S04798,46,Undergraduate,High,Auditory
S04799,28,Postgraduate,High,Auditory
S04800,41,Undergraduate,Medium,Auditory
S04801,16,Undergraduate,Medium,Kinesthetic
S04802,46,Undergraduate,High,Reading/Writing
S04803,30,High School,Low,Auditory
S04804,25,Undergraduate,Medium,Kinesthetic
S04805,30,High School,High,Reading/Writing
S04806,23,Undergraduate,Medium,Visual
S04807,33,Undergraduate,Medium,Kinesthetic
S04808,46,Undergraduate,High,Kinesthetic
S04809,42,Undergraduate,High,Reading/Writing
S04810,31,Undergraduate,Medium,Kinesthetic
S04811,47,Undergraduate,Low,Kinesthetic
S04812,37,High School,Low,Auditory
S04813,36,Undergraduate,Low,Auditory
S04814,18,Postgraduate,High,Reading/Writing
S04815,20,Postgraduate,Medium,Visual
S04816,23,High School,Medium,Reading/Writing
S04817,47,Postgraduate,Medium,Reading/Writing
S04818,28,High School,High,Auditory
S04819,36,Undergraduate,High,Auditory
S04820,43,Postgraduate,Medium,Reading/Writing
S04821,25,Undergraduate,High,Auditory
S04822,49,Undergraduate,Medium,Reading/Writing
S04823,34,Undergraduate,Medium,Kinesthetic
S04824,43,Undergraduate,Medium,Reading/Writing
S04825,20,High School,Low,Kinesthetic
S04826,31,Undergraduate,Medium,Reading/Writing
S04827,42,Postgraduate,High,Reading/Writing
S04828,22,High School,Medium,Auditory
S04829,46,Postgraduate,High,Reading/Writing
S04830,18,Postgraduate,Low,Kinesthetic
S04831,33,Undergraduate,Medium,Kinesthetic
S04832,38,Postgraduate,Medium,Visual
S04833,44,Undergraduate,Low,Reading/Writing
S04834,45,High School,High,Visual
S04835,16,Postgraduate,Medium,Auditory
S04836,42,High School,Low,Reading/Writing
S04837,34,Undergraduate,High,Kinesthetic
S04838,40,Undergraduate,Medium,Auditory
S04839,45,Postgraduate,Medium,Kinesthetic
S04840,34,High School,High,Auditory
S04841,48,Undergraduate,Low,Auditory
S04842,41,Undergraduate,Low,Kinesthetic
S04843,15,High School,Medium,Auditory
S04844,24,Undergraduate,High,Reading/Writing
S04845,28,Postgraduate,Medium,Auditory
S04846,23,Undergraduate,Medium,Kinesthetic
S04847,43,Postgraduate,High,Kinesthetic
S04848,49,High School,Low,Reading/Writing
S04849,39,High School,Low,Kinesthetic
S04850,39,High School,Low,Reading/Writing
S04851,41,Undergraduate,Medium,Auditory
S04852,34,Postgraduate,Medium,Auditory
S04853,15,High School,Low,Visual
S04854,41,Undergraduate,Low,Visual
S04855,46,Undergraduate,Low,Reading/Writing
S04856,27,Undergraduate,Medium,Reading/Writing
S04857,46,Undergraduate,Medium,Visual
S04858,24,Postgraduate,High,Visual
S04859,22,Undergraduate,Low,Auditory
S04860,30,Undergraduate,Medium,Reading/Writing
S04861,25,Postgraduate,Low,Visual
S04862,18,High School,Medium,Visual
S04863,24,Undergraduate,High,Kinesthetic
S04864,35,Postgraduate,Medium,Visual
S04865,22,High School,Low,Kinesthetic
S04866,28,Undergraduate,High,Reading/Writing
S04867,38,Undergraduate,Medium,Reading/Writing
S04868,37,Postgraduate,High,Auditory
S04869,32,High School,Medium,Auditory
S04870,34,High School,Medium,Auditory
S04871,48,Undergraduate,Medium,Reading/Writing
S04872,16,Undergraduate,High,Auditory
S04873,33,High School,Medium,Reading/Writing
S04874,35,High School,Medium,Visual
S04875,42,Undergraduate,Medium,Visual
S04876,15,High School,High,Visual
S04877,43,Postgraduate,High,Kinesthetic
S04878,22,Undergraduate,High,Auditory
S04879,44,High School,High,Reading/Writing
S04880,46,Undergraduate,Low,Kinesthetic
S04881,20,Undergraduate,Medium,Visual
S04882,26,Undergraduate,High,Reading/Writing
S04883,29,Undergraduate,High,Reading/Writing
S04884,27,Postgraduate,High,Reading/Writing
S04885,45,Undergraduate,Low,Kinesthetic
S04886,23,Undergraduate,High,Auditory
S04887,29,Undergraduate,Low,Auditory
S04888,44,Postgraduate,Medium,Visual
S04889,49,Undergraduate,Low,Reading/Writing
S04890,19,Undergraduate,Low,Kinesthetic
S04891,17,Undergraduate,High,Reading/Writing
S04892,49,Undergraduate,Medium,Reading/Writing
S04893,25,Undergraduate,High,Kinesthetic
S04894,43,Undergraduate,Low,Reading/Writing
S04895,44,Undergraduate,Low,Reading/Writing
S04896,26,Undergraduate,Medium,Kinesthetic
S04897,22,Undergraduate,High,Reading/Writing
S04898,48,Postgraduate,Medium,Kinesthetic
S04899,35,High School,Medium,Visual
S04900,37,High School,High,Visual
